chr,start,end,name,score,strand,reads,bases_covered,region_length,FPKM,abundance,
X,342521,345743,YJL050W,0,+,114,2247,3222,4.730473985,not_preferential,
VII,255662,256964,YGL134W,0,+,46,1299,1302,4.723589958,not_preferential,
XII,530796,534393,YLR189C,0,-,127,2827,3597,4.720506786,not_preferential,
XVI,278394,279699,YPL145C,0,-,46,1305,1305,4.71273113,not_preferential,
XIII,865558,867091,YMR300C,0,-,54,1533,1533,4.709523281,not_preferential,
X,80154,81915,YJL186W,0,+,62,1761,1761,4.707146085,not_preferential,
XV,451728,453462,YOR067C,0,-,61,1714,1734,4.703336864,not_preferential,
VII,112474,114664,YGL203C,0,-,77,2190,2190,4.700801942,not_preferential,
XIV,392891,394370,YNL124W,0,+,52,1393,1479,4.700678109,not_preferential,
XIII,527803,531817,YMR129W,0,+,141,3651,4014,4.696421717,not_preferential,
IV,1252536,1254501,YDR389W,0,+,69,1936,1965,4.694743607,not_preferential,
VII,909060,909174,YGR204C-A,0,-,4,114,114,4.691162567,not_preferential,
IX,308601,309171,YIL024C,0,-,20,570,570,4.691162567,not_preferential,
XI,226569,228765,YKL112W,0,+,77,2196,2196,4.687958221,not_preferential,
III,164110,166339,YCR026C,0,-,78,2207,2229,4.678534942,not_preferential,
XVI,189153,190983,YPL189W,0,+,64,1774,1830,4.675781706,not_preferential,
XIII,629024,631970,YMR185W,0,+,103,2908,2946,4.674442537,not_preferential,
X,628711,629083,YJR108W,0,+,13,372,372,4.672246588,not_preferential,
X,672990,673620,YJR133W,0,+,22,613,630,4.668823697,not_preferential,
XIII,159382,159697,YML058W,0,+,11,315,315,4.668823697,not_preferential,
XIV,695594,697484,YNR038W,0,+,66,1890,1890,4.668823697,not_preferential,
VII,949381,950899,YGR229C,0,-,53,1518,1518,4.667984886,not_preferential,
VII,308712,310173,YGL104C,0,-,51,1461,1461,4.667080623,not_preferential,
IV,727710,728283,YDR136C,0,-,20,573,573,4.666601506,not_preferential,
IX,127661,129581,YIL123W,0,+,67,1836,1920,4.665507771,not_preferential,
XIV,438566,439283,YNL099C,0,-,25,370,717,4.661720124,not_preferential,
IV,1470016,1470418,YDR511W,0,+,14,402,402,4.656153891,not_preferential,
XIII,44044,44791,YML113W,0,+,26,727,747,4.653482546,not_preferential,
VII,599416,601141,YGR055W,0,+,60,1539,1725,4.650369849,not_preferential,
IV,454121,454754,YDR003W,0,+,22,633,633,4.646696571,not_preferential,
XIII,671886,674766,YMR205C,0,-,100,2675,2880,4.64229629,not_preferential,
IV,455200,456583,YDR004W,0,+,48,1383,1383,4.640282278,not_preferential,
XIV,526085,529583,YNL054W,0,+,121,3262,3498,4.624778191,not_preferential,
VII,1017966,1019241,YGR263C,0,-,44,1240,1275,4.61389636,not_preferential,
II,181659,182094,YBL021C,0,-,15,435,435,4.610280453,not_preferential,
III,78948,79296,YCL023C,0,-,12,348,348,4.610280453,not_preferential,
IV,1194597,1195032,YDR360W,0,+,15,434,435,4.610280453,not_preferential,
XVI,39120,40077,YPL266W,0,+,33,957,957,4.610280453,not_preferential,
II,270946,273703,YBR017C,0,-,95,2300,2757,4.606936035,not_preferential,
IX,228659,229994,YIL071C,0,-,46,1319,1335,4.60682706,not_preferential,
X,99703,100894,YJL171C,0,-,41,1191,1191,4.602538589,not_preferential,
XV,667859,670241,YOR178C,0,-,82,2382,2382,4.602538589,not_preferential,
VII,736661,738203,YGR123C,0,-,53,1504,1542,4.595331425,not_preferential,
XV,1065042,1065915,YOR385W,0,+,30,873,873,4.594437565,not_preferential,
II,320415,321609,YBR042C,0,-,41,1194,1194,4.590974421,not_preferential,
IX,96521,96725,YIL134C-A,0,-,7,204,204,4.587681039,not_preferential,
XVI,298570,299503,YPL134C,0,-,32,884,933,4.585573698,not_preferential,
IV,892874,893927,YDR214W,0,+,36,1053,1053,4.570876347,not_preferential,
VIII,324765,325410,YHR105W,0,+,22,623,645,4.560246402,not_preferential,
IV,1399014,1399542,YDR469W,0,+,18,515,528,4.557890903,not_preferential,
VIII,129480,130448,YHR012W,0,+,33,968,968,4.557890903,not_preferential,
VII,485920,489442,YGL006W,0,+,120,3334,3522,4.555302663,not_preferential,
I,224010,224304,YAR069C,0,-,10,294,294,4.547555549,not_preferential,
XIV,22833,23274,YNL328C,0,-,15,441,441,4.547555549,not_preferential,
XV,639120,639267,YOR161C-C,0,-,5,147,147,4.547555549,not_preferential,
XIII,675895,676837,YMR206W,0,+,32,942,942,4.541762485,not_preferential,
V,551472,551796,YER181C,0,-,11,324,324,4.53913415,not_preferential,
XV,566876,569558,YOR129C,0,-,91,2336,2682,4.536364697,not_preferential,
X,462720,464253,YJR015W,0,+,52,1533,1533,4.535096493,not_preferential,
III,262915,263269,YCR085W,0,+,12,354,354,4.532140107,not_preferential,
II,593505,594864,YBR182C,0,-,46,1338,1359,4.52547029,not_preferential,
IV,415112,416708,YDL020C,0,-,54,1596,1596,4.523621046,not_preferential,
XI,385757,387206,YKL028W,0,+,49,743,1449,4.521192908,not_preferential,
XII,54210,63645,YLL040C,0,-,319,8660,9435,4.520371433,not_preferential,
V,505391,509798,YER164W,0,+,149,4277,4407,4.520313555,not_preferential,
IX,237365,237809,YIL066W-A,0,+,15,444,444,4.516828823,not_preferential,
XI,315280,315724,YKL066W,0,+,15,444,444,4.516828823,not_preferential,
XI,321014,321518,YKL063C,0,-,17,504,504,4.509659253,not_preferential,
XIV,66516,68445,YNL299W,0,+,65,1883,1929,4.505121127,not_preferential,
V,488856,490578,YER158C,0,-,58,1722,1722,4.503189154,not_preferential,
VII,880419,882231,YGR191W,0,+,61,1675,1812,4.500875343,not_preferential,
XIII,391098,391485,YMR059W,0,+,13,387,387,4.491151759,not_preferential,
XVI,280479,280926,YPL144W,0,+,15,443,447,4.486514535,not_preferential,
XVI,677164,677641,YPR062W,0,+,16,444,477,4.484633397,not_preferential,
XV,831058,832042,YOR271C,0,-,33,984,984,4.483778856,not_preferential,
XVI,459962,460559,YPL051W,0,+,20,597,597,4.478999435,not_preferential,
IV,794573,794723,YDR169C-A,0,-,5,150,150,4.456604438,not_preferential,
XIV,669773,670193,YNR022C,0,-,14,420,420,4.456604438,not_preferential,
XIV,739950,742110,YNR060W,0,+,72,2099,2160,4.456604438,not_preferential,
VII,314630,316553,YGL099W,0,+,64,1923,1923,4.449651857,not_preferential,
XIII,718574,720653,YMR224C,0,-,69,1928,2079,4.437311778,not_preferential,
V,439615,440971,YER136W,0,+,45,1356,1356,4.43688495,not_preferential,
XI,567917,570149,YKR067W,0,+,74,2216,2232,4.432644199,not_preferential,
VI,166745,167258,YFR011C,0,-,17,508,513,4.430542424,not_preferential,
XIV,491522,492971,YNL071W,0,+,48,1437,1449,4.428923665,not_preferential,
XV,185847,186723,YOL077C,0,-,29,790,876,4.42607975,not_preferential,
VII,1016973,1017759,YGR262C,0,-,26,786,786,4.422584557,not_preferential,
VIII,517531,518713,YHR208W,0,+,39,1182,1182,4.411359723,not_preferential,
IV,936614,937493,YDR237W,0,+,29,879,879,4.410973676,not_preferential,
XIII,564434,565862,YMR153W,0,+,47,1293,1428,4.400428752,not_preferential,
IV,1195411,1196263,YDR361C,0,-,28,852,852,4.393835362,not_preferential,
XIV,336544,337609,YNL160W,0,+,35,1065,1065,4.393835362,not_preferential,
XVI,556376,557837,YPR001W,0,+,48,1393,1461,4.392546469,not_preferential,
XV,168726,169974,YOL082W,0,+,41,1248,1248,4.39232649,not_preferential,
XV,658746,659601,YOR174W,0,+,28,855,855,4.378418395,not_preferential,
XIII,559198,559870,YMR147W,0,+,22,672,672,4.377022216,not_preferential,
IV,1469399,1469705,YDR510W,0,+,10,306,306,4.369220037,not_preferential,
XIV,443397,444315,YNL096C,0,-,30,916,918,4.369220037,not_preferential,
XI,200883,201771,YKL128C,0,-,29,843,888,4.366267862,not_preferential,
IV,1485565,1487038,YDR523C,0,-,48,1473,1473,4.356761976,not_preferential,
II,235393,235792,YBL003C,0,-,13,394,399,4.356079526,not_preferential,
II,382029,382674,YBR072W,0,+,21,595,645,4.352962475,not_preferential,
II,298291,299950,YBR030W,0,+,54,1626,1659,4.351837969,not_preferential,
X,356023,357928,YJL045W,0,+,62,1836,1905,4.351330318,not_preferential,
IV,1434499,1434991,YDR491C,0,-,16,466,492,4.347906769,not_preferential,
XI,507938,508553,YKR035W-A,0,+,20,615,615,4.347906769,not_preferential,
XV,815914,816931,YOR261C,0,-,33,1017,1017,4.338287506,not_preferential,
VII,884508,885741,YGR193C,0,-,40,1056,1233,4.33732792,not_preferential,
XVI,577584,581196,YPR010C,0,-,117,3406,3612,4.330753482,not_preferential,
VII,343318,344584,YGL090W,0,+,41,1266,1266,4.32987635,not_preferential,
IV,46270,48031,YDL227C,0,-,57,1761,1761,4.327537529,not_preferential,
IX,200152,200461,YIL086C,0,-,10,309,309,4.326800425,not_preferential,
XV,841514,841823,YOR277C,0,-,10,309,309,4.326800425,not_preferential,
X,727404,728271,YJR155W,0,+,28,658,867,4.317817449,not_preferential,
XII,681185,682238,YLR270W,0,+,34,828,1053,4.316938772,not_preferential,
VII,532984,533821,YGR026W,0,+,27,837,837,4.312843005,not_preferential,
IX,243997,244462,YIL062C,0,-,15,465,465,4.312843005,not_preferential,
XII,993433,1000129,YLR430W,0,+,216,6143,6696,4.312843005,not_preferential,
XV,231569,231755,YOL052C-A,0,-,6,186,186,4.312843005,not_preferential,
XVI,682219,682777,YPR067W,0,+,18,558,558,4.312843005,not_preferential,
XIII,568550,570194,YMR155W,0,+,53,1638,1644,4.310219621,not_preferential,
XI,443231,444938,YKR002W,0,+,55,1399,1707,4.307789879,not_preferential,
XIII,636290,637004,YMR188C,0,-,23,678,714,4.306802608,not_preferential,
IV,781422,781950,YDR163W,0,+,17,487,528,4.304674741,not_preferential,
VII,5311,5839,YGL262W,0,+,17,502,528,4.304674741,not_preferential,
VII,357376,358339,YGL081W,0,+,31,933,963,4.303885906,not_preferential,
XI,180778,182425,YKL140W,0,+,53,1472,1647,4.302368583,not_preferential,
XV,800969,802307,YOR250C,0,-,43,1310,1338,4.296726252,not_preferential,
II,247009,248503,YBR006W,0,+,48,1357,1494,4.29552235,not_preferential,
IV,103648,104551,YDL198C,0,-,29,662,903,4.293738495,not_preferential,
IV,1159607,1161320,YDR343C,0,-,55,1621,1713,4.292701298,not_preferential,
IX,183936,186369,YIL095W,0,+,78,2243,2433,4.286253344,not_preferential,
XV,1045195,1045351,YOR376W-A,0,+,5,156,156,4.285196575,not_preferential,
XIII,703578,706887,YMR218C,0,-,106,3309,3309,4.282865553,not_preferential,
VII,410068,411286,YGL048C,0,-,39,1146,1218,4.280974707,not_preferential,
VIII,352755,353319,YHR121W,0,+,18,564,564,4.266961696,not_preferential,
X,423137,424109,YJL006C,0,-,31,946,972,4.264035111,not_preferential,
VII,949364,949709,YGR228W,0,+,11,345,345,4.262839028,not_preferential,
XIII,896913,897603,YMR311C,0,-,22,690,690,4.262839028,not_preferential,
XIV,349250,349658,YNL150W,0,+,13,408,408,4.259989537,not_preferential,
XVI,569335,571378,YPR007C,0,-,65,1912,2043,4.253734045,not_preferential,
XV,1066838,1068536,YOR386W,0,+,54,1639,1698,4.251884093,not_preferential,
XI,617995,618750,YKR094C,0,-,24,755,755,4.250006881,not_preferential,
V,330575,332306,YER087W,0,+,55,1512,1731,4.248063156,not_preferential,
III,115684,115999,YCR001W,0,+,10,21,315,4.244385179,not_preferential,
VIII,221533,222478,YHR061C,0,-,30,945,945,4.244385179,not_preferential,
VIII,222876,223758,YHR062C,0,-,28,882,882,4.244385179,not_preferential,
XII,499577,500270,YLR168C,0,-,22,693,693,4.244385179,not_preferential,
XII,445523,447575,YLR153C,0,-,65,344,2052,4.235077317,not_preferential,
XIII,742970,743444,YMR236W,0,+,15,474,474,4.230953581,not_preferential,
IV,926222,926570,YDR230W,0,+,11,348,348,4.226090416,not_preferential,
XII,757264,757612,YLR311C,0,-,11,348,348,4.226090416,not_preferential,
XIII,599351,600872,YMR169C,0,-,48,1491,1521,4.219270474,not_preferential,
XI,39162,42237,YKL210W,0,+,97,3050,3075,4.217469566,not_preferential,
IX,169981,171505,YIL104C,0,-,48,1414,1524,4.210964824,not_preferential,
VII,915240,916701,YGR211W,0,+,46,1412,1461,4.209523699,not_preferential,
XII,255305,257855,YLR057W,0,+,80,2466,2550,4.194451236,not_preferential,
X,744910,745261,YJR162C,0,-,11,320,351,4.189969985,not_preferential,
XIV,91993,94801,YNL287W,0,+,88,2724,2808,4.189969985,not_preferential,
V,401134,401869,YER120W,0,+,23,735,735,4.183751105,not_preferential,
IX,130609,131665,YIL122W,0,+,33,976,1056,4.178066661,not_preferential,
XIV,44446,45214,YNL314W,0,+,24,768,768,4.178066661,not_preferential,
V,172633,173338,YER010C,0,-,22,705,705,4.172140325,not_preferential,
VII,607562,609101,YGR059W,0,+,48,1304,1539,4.169922281,not_preferential,
I,201466,201787,YAR047C,0,-,10,321,321,4.165050877,not_preferential,
XI,507919,508561,YKR035C,0,-,20,642,642,4.165050877,not_preferential,
XV,846999,847320,YOR282W,0,+,10,312,321,4.165050877,not_preferential,
VII,969186,970053,YGR239C,0,-,27,867,867,4.163609683,not_preferential,
IV,116320,116866,YDL192W,0,+,17,546,546,4.162762387,not_preferential,
XI,305113,305884,YKL071W,0,+,24,771,771,4.161809592,not_preferential,
VII,199209,200142,YGL161C,0,-,29,742,933,4.155676164,not_preferential,
XII,563791,564531,YLR211C,0,-,23,740,740,4.155482517,not_preferential,
XVI,292816,296647,YPL137C,0,-,119,3730,3831,4.152982993,not_preferential,
XV,868339,868951,YOR294W,0,+,19,612,612,4.150759036,not_preferential,
XI,210592,212332,YKL124W,0,+,54,1648,1740,4.149252408,not_preferential,
I,11564,11951,YAL065C,0,-,12,368,387,4.145678547,not_preferential,
IV,135178,135436,YDL181W,0,+,8,226,258,4.145678547,not_preferential,
XIV,274367,276044,YNL193W,0,+,52,1671,1677,4.145678547,not_preferential,
VII,200560,202273,YGL160W,0,+,53,1713,1713,4.136603069,not_preferential,
XI,570327,570909,YKR068C,0,-,18,582,582,4.134993809,not_preferential,
VII,388967,389711,YGL061C,0,-,23,744,744,4.133141213,not_preferential,
IV,84269,85985,YDL210W,0,+,53,1585,1716,4.129371245,not_preferential,
II,382859,383021,YBR072C-A,0,-,5,162,162,4.126485591,not_preferential,
X,414284,414770,YJL011C,0,-,15,443,486,4.126485591,not_preferential,
XVI,603910,607312,YPR022C,0,-,105,3201,3402,4.126485591,not_preferential,
XIV,42070,43075,YNL316C,0,-,31,928,1005,4.124022017,not_preferential,
XI,369364,369721,YKL037W,0,+,11,357,357,4.119550321,not_preferential,
XV,678871,679261,YOR183W,0,+,12,373,390,4.113788712,not_preferential,
X,544061,544712,YJR057W,0,+,20,651,651,4.107469528,not_preferential,
XIV,24047,27173,YNL327W,0,+,96,3071,3126,4.105892765,not_preferential,
II,810339,811479,YBR302C,0,-,35,1140,1140,4.104767246,not_preferential,
XI,393145,393373,YKL023C-A,0,-,7,204,228,4.104767246,not_preferential,
IV,703233,704244,YDR126W,0,+,31,984,1011,4.099547109,not_preferential,
XVI,41042,42869,YPL265W,0,+,56,1797,1827,4.09802707,not_preferential,
IV,1422762,1424688,YDR484W,0,+,59,1835,1926,4.095633362,not_preferential,
XII,668236,668563,YLR261C,0,-,10,327,327,4.088627925,not_preferential,
IV,444682,446383,YDL003W,0,+,52,1426,1701,4.087185728,not_preferential,
I,48563,51707,YAL051W,0,+,96,2870,3144,4.082385745,not_preferential,
IV,65241,65765,YDL219W,0,+,16,524,524,4.082385745,not_preferential,
XVI,130161,132228,YPL222W,0,+,63,1997,2067,4.074979385,not_preferential,
VII,648382,648907,YGR085C,0,-,16,492,525,4.074609772,not_preferential,
XIII,220137,220728,YML028W,0,+,18,572,591,4.07202436,not_preferential,
VII,97337,98585,YGL208W,0,+,38,1157,1248,4.070936746,not_preferential,
X,652891,654238,YJR124C,0,-,41,1335,1347,4.069505166,not_preferential,
IV,525439,527215,YDR037W,0,+,54,1693,1776,4.06514594,not_preferential,
X,239413,241654,YJL099W,0,+,68,675,2241,4.05688222,not_preferential,
II,651414,652998,YBR214W,0,+,48,1582,1584,4.05145858,not_preferential,
IV,1271062,1272085,YDR400W,0,+,31,1023,1023,4.05145858,not_preferential,
XI,26826,30687,YKL215C,0,-,117,3770,3861,4.05145858,not_preferential,
X,330430,333073,YJL056C,0,-,80,2497,2643,4.046859876,not_preferential,
IV,771876,775782,YDR159W,0,+,118,3703,3906,4.039011703,not_preferential,
XII,724720,725416,YLR298C,0,-,21,683,696,4.033995397,not_preferential,
IV,139521,141114,YDL178W,0,+,48,1542,1593,4.028568984,not_preferential,
I,87854,92270,YAL029C,0,-,133,4071,4416,4.026687434,not_preferential,
XV,720416,720815,YOR200W,0,+,12,399,399,4.020996486,not_preferential,
XIII,415687,416053,YMR075C-A,0,-,11,366,366,4.018249903,not_preferential,
IV,547977,548310,YDR045C,0,-,10,290,333,4.014958953,not_preferential,
V,25645,25978,YEL068C,0,-,10,299,333,4.014958953,not_preferential,
IV,1345675,1349938,YDR443C,0,-,128,4198,4263,4.014393864,not_preferential,
XV,639559,641992,YOR162C,0,-,73,2342,2433,4.011493514,not_preferential,
XIV,326740,330073,YNL163C,0,-,100,3219,3333,4.011345129,not_preferential,
VII,43306,44509,YGL243W,0,+,36,1203,1203,4.00094164,not_preferential,
XVI,553626,554328,YPL002C,0,-,21,702,702,3.999516804,not_preferential,
XVI,864448,866422,YPR161C,0,-,59,1680,1974,3.996043493,not_preferential,
IV,903780,905052,YDR218C,0,-,38,1197,1272,3.994126619,not_preferential,
XIII,246115,246751,YML012W,0,+,19,613,636,3.994126619,not_preferential,
XI,397343,398750,YKL021C,0,-,42,1403,1407,3.990989049,not_preferential,
XV,392175,392376,YOR032W-A,0,+,6,201,201,3.990989049,not_preferential,
XIV,699689,700460,YNR040W,0,+,23,771,771,3.988400859,not_preferential,
IV,1004003,1005143,YDR268W,0,+,34,895,1140,3.987488182,not_preferential,
VII,746797,747736,YGR127W,0,+,28,939,939,3.986738795,not_preferential,
XI,256769,257843,YKL098W,0,+,32,1074,1074,3.98355704,not_preferential,
XV,899055,899928,YOR311C,0,-,26,829,873,3.98184589,not_preferential,
V,457805,460223,YER144C,0,-,72,1956,2418,3.981085851,not_preferential,
IV,122077,123589,YDL189W,0,+,45,1411,1512,3.979111106,not_preferential,
XVI,422884,423892,YPL069C,0,-,30,1008,1008,3.979111106,not_preferential,
IV,87511,87982,YDL208W,0,+,14,471,471,3.974042174,not_preferential,
VIII,19087,20971,YHL040C,0,-,56,1880,1884,3.974042174,not_preferential,
II,301518,301821,YBR032W,0,+,9,303,303,3.971231678,not_preferential,
XIV,351714,352017,YNL146W,0,+,9,303,303,3.971231678,not_preferential,
VIII,192804,193545,YHR043C,0,-,22,706,741,3.969445249,not_preferential,
XII,95565,97485,YLL024C,0,-,57,1920,1920,3.969163328,not_preferential,
XIII,561955,562528,YMR150C,0,-,17,573,573,3.96661128,not_preferential,
IV,728258,730250,YDR137W,0,+,59,1984,1992,3.959934666,not_preferential,
XVI,697130,697502,YPR077C,0,-,11,364,372,3.953439421,not_preferential,
XI,266144,269459,YKL092C,0,-,98,3250,3315,3.952463665,not_preferential,
IV,62243,65018,YDL220C,0,-,82,2745,2775,3.95071961,not_preferential,
VII,274779,276714,YGL124C,0,-,57,1883,1935,3.93839462,not_preferential,
VI,253428,253734,YFR052C-A,0,-,9,306,306,3.932298034,not_preferential,
VIII,365339,367892,YHR131C,0,-,75,2128,2553,3.927677237,not_preferential,
IV,1055211,1055892,YDR296W,0,+,20,681,681,3.926523734,not_preferential,
XIV,634343,635297,YNR003C,0,-,28,954,954,3.924054222,not_preferential,
XI,137931,140691,YKL165C,0,-,81,2751,2760,3.92374956,not_preferential,
VII,347118,349368,YGL086W,0,+,66,2160,2250,3.921811906,not_preferential,
VIII,234880,236380,YHR070W,0,+,44,1500,1500,3.921811906,not_preferential,
VII,750399,751047,YGR129W,0,+,19,604,648,3.920161311,not_preferential,
XII,668243,668891,YLR262C,0,-,19,648,648,3.920161311,not_preferential,
IV,531306,534582,YDR039C,0,-,96,3145,3276,3.917894012,not_preferential,
IX,318199,320965,YIL017C,0,-,81,2763,2766,3.915238172,not_preferential,
XII,726068,728051,YLR299W,0,+,58,1773,1983,3.910484984,not_preferential,
XI,141793,142819,YKL164C,0,-,30,1010,1026,3.909302139,not_preferential,
V,279929,280682,YER062C,0,-,22,746,753,3.906187157,not_preferential,
VII,366924,368088,YGL075C,0,-,34,1164,1164,3.90527193,not_preferential,
XIV,575639,576050,YNL031C,0,-,12,392,411,3.903595128,not_preferential,
II,244365,245667,YBR004C,0,-,38,1244,1302,3.902096052,not_preferential,
XV,1071792,1072923,YOR388C,0,-,33,1104,1131,3.901006537,not_preferential,
VIII,380571,381291,YHR140W,0,+,21,720,720,3.899528883,not_preferential,
